id,dealer,date,year,make,model,trim,trim_exact,mileage,price,Description,Condition,drive,Days On Lot,searchCity,url
330,autoTrader,1/30/2023,2017,Ram,Ram,Used 2017 RAM 1500 Big Horn,,56082,27997,Used 2017 RAM 1500 Big Horn,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668716166&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
331,autoTrader,1/30/2023,2017,,,Used 2017 Lincoln Continental Select w/ Climate Package,,26486,28997,Used 2017 Lincoln Continental Select w/ Climate Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668676753&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
332,autoTrader,1/30/2023,2018,Jeep,Wrangler,Used 2018 Jeep Wrangler Unlimited Sahara w/ LED Lighting Group,,36627,34997,Used 2018 Jeep Wrangler Unlimited Sahara w/ LED Lighting Group,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667585227&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
333,autoTrader,1/30/2023,2022,,,Used 2022 Genesis G70 2.0T w/ Prestige Package,,9535,35997,Used 2022 Genesis G70 2.0T w/ Prestige Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=594444324&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
334,autoTrader,1/30/2023,2016,Cadillac,,Used 2016 Cadillac CT6 Platinum,,29813,38997,Used 2016 Cadillac CT6 Platinum,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664165775&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
335,autoTrader,1/30/2023,2022,,,Used 2022 Lexus ES 350 w/ Premium Package,ES,5596,39997,Used 2022 Lexus ES 350 w/ Premium Package,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666726342&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
336,autoTrader,1/30/2023,2019,,,Used 2019 Land Rover Range Rover Sport Supercharged,Sport,44115,60997,Used 2019 Land Rover Range Rover Sport Supercharged,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666111895&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
337,autoTrader,1/30/2023,2020,,,Used 2020 Subaru Ascent Limited w/ Technology Package,LIMITED,24489,31391,Used 2020 Subaru Ascent Limited w/ Technology Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670810576&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
338,autoTrader,1/30/2023,2009,,,Used 2009 Hyundai Santa Fe SE,SE,29264,8925,Used 2009 Hyundai Santa Fe SE,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671138084&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
339,autoTrader,1/30/2023,2022,,,Certified 2022 Hyundai Santa Cruz Limited,LIMITED,4541,38549,Certified 2022 Hyundai Santa Cruz Limited,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=658654653&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
340,autoTrader,1/30/2023,2015,,,Used 2015 BMW 535i xDrive Sedan,,47669,21999,Used 2015 BMW 535i xDrive Sedan,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670755639&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
341,autoTrader,1/30/2023,2021,,,Used 2021 Volvo V60 T5 Cross Country,,13789,42787,Used 2021 Volvo V60 T5 Cross Country,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671057417&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
342,autoTrader,1/30/2023,2021,,,Certified 2021 Volvo XC60 T5 Inscription,,17439,43495,Certified 2021 Volvo XC60 T5 Inscription,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=608640065&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
343,autoTrader,1/30/2023,2021,,,Used 2021 Volvo XC60 T5 Inscription,,15000,43495,Used 2021 Volvo XC60 T5 Inscription,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664409744&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
344,autoTrader,1/30/2023,2021,,,Used 2021 Volvo XC60 T5 Inscription,,11844,43995,Used 2021 Volvo XC60 T5 Inscription,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=656213725&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
345,autoTrader,1/30/2023,2019,IC,,Used 2019 Buick Encore Preferred,,24231,18799,Used 2019 Buick Encore Preferred,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668416551&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
346,autoTrader,1/30/2023,2019,,,Used 2019 INFINITI Q50 LUXE w/ Essential Package (3.0T Luxe),,34669,26999,Used 2019 INFINITI Q50 LUXE w/ Essential Package (3.0T Luxe),Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665691612&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
347,autoTrader,1/30/2023,2022,Nissan,,Certified 2022 Nissan Altima 2.5 SL,,8383,27999,Certified 2022 Nissan Altima 2.5 SL,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667617985&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
348,autoTrader,1/30/2023,2021,Nissan,,Certified 2021 Nissan Rogue SL,,19610,31810,Certified 2021 Nissan Rogue SL,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669848357&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
349,autoTrader,1/30/2023,2021,Nissan,,Certified 2021 Nissan Rogue Platinum,,5966,33994,Certified 2021 Nissan Rogue Platinum,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662257767&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
350,autoTrader,1/30/2023,2018,Jeep,,Used 2018 Jeep Compass Latitude w/ Popular Equipment Group,,40007,20900,Used 2018 Jeep Compass Latitude w/ Popular Equipment Group,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671218127&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
351,autoTrader,1/30/2023,2020,,,Used 2020 Hyundai Elantra Limited w/ Ultimate Package 03,LIMITED,4095,21900,Used 2020 Hyundai Elantra Limited w/ Ultimate Package 03,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671218154&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
352,autoTrader,1/30/2023,2019,Jeep,,Used 2019 Jeep Cherokee Limited,LIMITED,31851,26999,Used 2019 Jeep Cherokee Limited,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671218136&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
353,autoTrader,1/30/2023,2020,Kia,,Used 2020 Kia Niro EX w/ Cold Weather Package,EX,30549,30898,Used 2020 Kia Niro EX w/ Cold Weather Package,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671218146&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
354,autoTrader,1/30/2023,2020,Cadillac,,Used 2020 Cadillac CT5 Premium Luxury,,28477,36599,Used 2020 Cadillac CT5 Premium Luxury,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669556319&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=300&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D300&clickType=listing
